latitude,longitude,rwi,error
9.6765684,1.0217285,-0.523,0.281
7.2861900,0.9118652,-0.176,0.277
7.0245718,0.6262207,-0.177,0.273
6.7628064,1.2414551,-0.465,0.309
10.9088300,0.0769043,-0.517,0.275
6.1951683,1.3073730,-0.253,0.409
8.7004990,0.9777832,-0.380,0.286
6.3262180,1.5270996,0.793,0.440
6.4135660,1.0437012,-0.343,0.303
6.6755194,0.8020020,-0.427,0.276
6.9155204,1.0656738,-0.757,0.300
6.8500775,1.3513184,-0.450,0.271
7.5694372,1.2414551,-0.644,0.284
8.4397714,1.3732910,-0.373,0.279
9.5032437,0.9558105,-0.187,0.300
9.2647792,0.8020020,0.207,0.359
6.4354006,1.6589355,0.114,0.321
9.6765684,0.5603027,0.078,0.298
9.7198857,0.3186035,0.219,0.285
10.1960002,0.3845215,-0.240,0.304
7.5912178,0.7360840,-0.635,0.282
10.2176252,0.4504395,0.008,0.397
6.4790672,1.4831543,0.093,0.305
10.4770087,0.4943848,0.013,0.278
9.7415422,0.8020020,0.143,0.316
6.4572344,0.8239746,-0.477,0.274
6.6973426,0.8459473,-0.434,0.276
7.8307313,1.2634277,-0.533,0.298
9.0261526,1.2194824,-0.329,0.321
6.9591440,1.5490723,-0.529,0.290
9.5032437,1.2414551,-0.536,0.315
10.2608706,0.3845215,0.004,0.303
10.1311167,0.4504395,-0.482,0.279
10.9304048,0.2307129,-0.402,0.279
10.2392486,0.7580566,-0.234,0.281
6.5008990,1.2634277,-0.353,0.303
8.5701576,1.6149902,-0.647,0.277
8.7222181,1.5270996,-0.595,0.276
10.0445848,0.4724121,-0.209,0.280
8.4180361,1.1096191,-0.558,0.294
6.6318701,0.9338379,-0.667,0.283
8.8525066,1.5270996,-0.538,0.278
6.5882169,0.8679199,-0.581,0.287
8.0483515,0.9558105,-0.330,0.281
10.5202184,0.7141113,-0.562,0.302
7.1553996,0.7360840,0.419,0.362
7.5694372,0.5822754,-0.566,0.291
6.7191648,0.9558105,-0.777,0.282
7.7654229,1.1315918,-0.506,0.323
7.5040887,0.6262207,-0.353,0.294
10.7793483,0.8459473,-0.431,0.283
7.0027636,1.3513184,-0.069,0.276
9.8714518,0.8459473,-0.556,0.283
7.3733623,0.8020020,0.044,0.277
6.6973426,1.2634277,-0.496,0.292
7.5476555,0.9338379,-0.402,0.305
9.5032437,0.8239746,-0.561,0.289
9.6115820,1.3513184,-0.032,0.276
8.0918616,1.2634277,-0.327,0.280
10.9088300,0.4064941,-0.025,0.287
6.8500775,1.3952637,-0.327,0.284
6.5663889,0.9118652,-0.283,0.291
10.6714043,0.6921387,-0.515,0.285
8.6353339,1.4611816,-0.566,0.290
9.7198857,1.1096191,-0.397,0.347
9.7848511,1.2194824,-0.403,0.297
8.5049700,1.3732910,-0.652,0.275
6.8282612,0.7580566,0.220,0.357
10.2392486,0.4943848,-0.735,0.290
7.2425974,1.2194824,-0.473,0.297
10.0229482,0.6701660,0.166,0.285
7.7654229,1.2634277,-0.655,0.296
11.0382553,0.2746582,-0.579,0.280
7.3733623,1.2634277,-0.236,0.283
11.0813844,0.0769043,-0.311,0.291
6.3480564,1.2414551,-0.081,0.372
8.4180361,1.3073730,-0.691,0.288
6.1951683,1.3732910,1.500,0.439
6.5008990,1.6149902,0.109,0.404
7.5694372,1.3073730,-0.236,0.285
8.5484296,1.0217285,-0.207,0.316
6.6973426,0.6701660,-0.656,0.271
7.5040887,1.6369629,-0.577,0.271
10.9519780,0.2087402,-0.828,0.278
10.3257277,0.6481934,-0.395,0.295
10.2824911,0.4504395,-0.426,0.307
7.0245718,1.4172363,-0.496,0.299
8.3093413,1.1535645,-0.494,0.311
9.8714518,0.8020020,-0.257,0.285
7.1553996,0.6701660,-0.770,0.291
7.1772006,0.7141113,-0.342,0.274
11.1029466,0.0549316,-0.120,0.366
8.9393399,1.3952637,-0.732,0.275
7.5912178,1.0217285,-0.491,0.285
9.8281543,0.7141113,-0.478,0.290
10.0662199,0.7800293,-0.045,0.281
7.1990006,1.3073730,-0.488,0.290
6.3043786,1.5270996,0.077,0.313
6.7409861,1.5051270,-0.336,0.272
10.0445848,0.8459473,-0.571,0.279
9.8930985,0.9118652,-0.182,0.284
9.5032437,0.3845215,-0.551,0.278
9.2864645,0.8459473,-0.255,0.285
9.9796707,0.3625488,-0.763,0.279
9.8930985,1.0656738,-0.567,0.325
8.7439361,1.6149902,-0.069,0.298
6.4135660,1.1096191,-0.611,0.281
6.3262180,1.2854004,-0.110,0.313
10.1743738,1.0217285,-0.447,0.279
7.4387304,1.2194824,-0.256,0.299
10.9304048,0.1867676,-0.664,0.296
9.8930985,1.2854004,-0.553,0.276
7.5476555,1.1096191,-0.018,0.391
7.4823037,0.9118652,-0.018,0.317
6.8718928,1.3073730,-0.363,0.274
7.1553996,1.3073730,-0.006,0.271
8.6136097,1.1975098,-0.410,0.300
7.2643942,0.9338379,-0.420,0.279
8.4832384,1.6149902,-0.113,0.269
9.2864645,1.1755371,-0.650,0.308
7.1990006,1.3952637,-0.050,0.298
8.3310827,0.9777832,0.781,0.444
6.2825384,1.2194824,0.501,0.435
9.1129444,1.1535645,-0.167,0.339
6.8064439,0.6042480,-0.696,0.278
7.2207995,1.1315918,-0.172,0.299
6.7409861,1.1975098,-0.637,0.326
7.1117945,0.8898926,-0.235,0.271
7.4605176,0.9777832,-0.397,0.302
7.6347758,1.1535645,-0.538,0.306
7.1117945,0.6481934,-0.310,0.306
10.0445848,0.9997559,-0.220,0.290
9.4815719,1.0437012,-0.573,0.289
6.9809543,0.9118652,-0.645,0.276
9.7198857,1.1975098,-0.095,0.298
10.8656756,0.1867676,0.893,0.454
8.6136097,1.1535645,-0.378,0.292
7.5476555,0.5383301,-0.284,0.284
7.6783293,1.3732910,-0.560,0.283
10.1311167,1.0217285,-0.683,0.278
6.7628064,1.1755371,-0.216,0.347
6.4135660,1.6589355,0.345,0.338
10.8440961,0.1428223,-0.509,0.281
9.0261526,1.5051270,-0.258,0.277
10.8225151,0.4284668,-0.551,0.293
7.5258726,1.2634277,-0.351,0.285
9.8714518,1.0876465,0.605,0.418
10.3257277,0.8239746,-0.380,0.280
8.2006163,0.8898926,0.035,0.309
8.0918616,0.6481934,-0.416,0.282
9.1346391,1.4611816,-0.289,0.277
7.7001044,1.5270996,-0.529,0.275
8.7656527,0.4284668,-0.576,0.296
10.5850215,0.0769043,-0.368,0.289
6.4354006,0.9777832,-0.212,0.293
9.5249141,1.3293457,-0.671,0.289
9.7415422,0.9997559,-0.002,0.280
9.1563324,0.7360840,0.183,0.281
8.7439361,1.1975098,-0.541,0.318
10.5634219,0.1428223,-0.366,0.286
8.3310827,1.1535645,-0.629,0.316
10.6282159,0.5163574,-0.359,0.292
6.9373327,1.4392090,-0.504,0.286
8.0918616,1.5490723,-0.745,0.292
8.3093413,1.0656738,-0.503,0.349
9.9363874,0.8898926,-0.024,0.280
10.3257277,0.7580566,-0.059,0.410
8.1353671,1.5710449,-0.394,0.280
9.2647792,0.6921387,0.020,0.291
6.7409861,0.8679199,-0.559,0.277
8.0701072,0.8898926,-0.124,0.285
9.4815719,0.8679199,-0.305,0.298
10.9304048,0.6042480,-0.448,0.299
9.2430925,0.5383301,-0.226,0.284
8.5484296,1.1096191,-0.536,0.297
10.7577626,-0.0109863,-0.576,0.295
9.1780244,1.1315918,-0.828,0.278
7.8307313,1.6369629,-0.397,0.277
6.9373327,1.3952637,-0.557,0.275
7.8307313,1.1975098,-0.168,0.344
10.9088300,0.2087402,-0.754,0.312
10.4770087,0.2746582,-0.525,0.285
8.7873681,1.1315918,-0.362,0.298
9.4165483,1.2414551,-0.813,0.305
8.7222181,0.5603027,-0.785,0.283
7.0899903,0.9118652,0.050,0.269
6.4572344,1.0437012,-0.148,0.305
7.9613173,1.0217285,-0.490,0.277
8.1571180,0.9777832,-0.417,0.285
6.5663889,1.3073730,-0.677,0.284
10.3041101,0.8239746,-0.228,0.280
7.9177932,1.1096191,-0.973,0.278
7.2643942,1.6369629,-0.181,0.272
10.2176252,0.3625488,-0.419,0.279
8.8090822,1.0217285,-0.826,0.282
8.3310827,0.9558105,-0.115,0.305
6.7846256,1.5051270,-0.328,0.276
7.0463790,1.1975098,-0.624,0.307
9.6332456,0.6262207,-0.560,0.361
6.5663889,1.0876465,-0.302,0.277
8.4832384,0.9558105,-0.392,0.285
6.6100440,1.5710449,-0.409,0.376
6.4135660,1.6369629,-0.101,0.304
6.5008990,1.5710449,-0.074,0.327
8.6136097,1.5710449,-0.530,0.276
10.8872536,0.6481934,-0.639,0.278
8.0918616,1.2854004,-0.275,0.293
10.4337931,0.5383301,-1.030,0.281
8.3745618,1.0217285,0.169,0.277
10.2824911,0.7800293,-0.380,0.298
7.6565531,1.6369629,-0.640,0.284
8.6136097,1.2194824,-0.374,0.285
8.8959258,1.3732910,-0.350,0.279
8.1788678,1.0437012,-0.538,0.291
7.1990006,0.9118652,-0.315,0.272
9.9796707,0.3845215,-0.907,0.279
10.0878536,1.1096191,0.514,0.286
7.8524985,1.5710449,-0.598,0.271
10.7793483,0.0769043,-0.236,0.278
6.8718928,0.6262207,-0.258,0.406
9.8714518,1.2634277,-0.342,0.291
9.2647792,0.6481934,-0.714,0.282
10.9519780,0.1647949,-0.843,0.279
6.9155204,0.6701660,-0.350,0.312
6.6318701,1.2854004,-0.284,0.316
10.5634219,0.1647949,-0.531,0.299
8.4615055,1.5930176,-0.386,0.268
8.8307950,1.2634277,-0.436,0.295
7.6129974,1.5270996,-0.481,0.274
9.9796707,0.6701660,-0.312,0.281
8.9393399,1.1096191,-0.283,0.371
6.5882169,0.7580566,-0.043,0.280
10.3689583,0.4724121,0.562,0.477
6.3262180,1.6369629,-0.288,0.343
9.2864645,1.4172363,-0.733,0.280
8.7004990,0.8020020,-0.414,0.299
6.8937071,0.7141113,-0.594,0.347
8.0701072,0.7141113,-0.234,0.277
10.3473437,0.7580566,0.004,0.284
10.1094859,1.1315918,-0.153,0.290
10.8225151,0.6262207,-0.334,0.276
8.5701576,1.2194824,-0.327,0.304
6.2388552,1.5930176,0.897,0.385
7.8742645,0.8898926,-0.776,0.280
7.6347758,1.1096191,-0.494,0.280
10.1960002,0.5603027,-0.331,0.283
6.9373327,1.3073730,-0.160,0.276
6.4354006,0.9118652,0.015,0.405
7.8089630,1.0437012,-0.568,0.292
8.9393399,1.5490723,-0.414,0.278
6.2825384,1.0217285,-0.083,0.276
7.7871935,1.2634277,-0.439,0.308
8.7222181,1.4831543,-0.494,0.279
6.7191648,0.6481934,-0.752,0.275
6.8937071,1.1975098,-0.788,0.331
10.3689583,0.4943848,0.219,0.396
8.5049700,1.4392090,-0.567,0.273
7.7001044,1.3952637,-0.316,0.279
6.3262180,1.2194824,0.562,0.459
7.8742645,1.1535645,-0.466,0.280
10.7577626,0.4943848,-0.717,0.281
8.1353671,0.9777832,-0.514,0.283
7.0899903,0.9338379,-0.024,0.282
9.2864645,1.1975098,-0.619,0.317
7.6565531,1.4611816,-0.464,0.280
10.6714043,0.4504395,-0.473,0.278
9.1563324,1.5051270,-0.484,0.283
7.7001044,1.4831543,-0.697,0.278
6.5227299,1.2194824,-0.505,0.323
9.6549077,1.2194824,-0.157,0.323
8.1788678,0.9118652,-0.607,0.284
6.5445599,0.8239746,-0.533,0.278
8.3093413,1.3513184,-0.402,0.293
7.6347758,1.3073730,-0.690,0.278
9.5682508,1.1975098,0.891,0.491
9.9580298,1.2634277,-0.445,0.294
7.0463790,0.8239746,-0.407,0.274
7.7436512,1.4392090,-0.154,0.345
6.6536952,1.2854004,-0.414,0.289
7.4605176,0.5603027,-0.362,0.278
7.4823037,0.5383301,0.276,0.275
7.6565531,1.3513184,-0.010,0.281
6.6100440,1.2194824,-0.134,0.341
10.1527460,0.9997559,-0.430,0.278
7.0245718,0.6481934,-0.252,0.277
8.0483515,1.1535645,-0.198,0.329
8.6787785,1.2634277,-0.302,0.306
9.1780244,0.9777832,-0.227,0.312
7.8089630,1.4392090,-0.698,0.278
6.2825384,1.0876465,-0.241,0.311
8.1571180,1.6149902,-0.261,0.277
9.7848511,0.4943848,-0.397,0.310
8.8307950,1.0217285,-0.719,0.284
10.2392486,0.5383301,-1.184,0.285
6.4354006,1.1975098,0.682,0.413
8.8742168,1.2414551,-0.564,0.295
6.8718928,1.0437012,-0.627,0.286
6.4572344,1.2634277,0.116,0.338
6.8282612,0.6481934,0.119,0.289
8.0265947,1.5490723,-0.398,0.288
7.9177932,0.9777832,-0.189,0.277
6.4790672,1.4611816,-0.725,0.281
10.5850215,0.2307129,0.176,0.280
11.1245072,-0.0549316,-0.258,0.276
7.3079846,0.8679199,-0.363,0.281
6.8500775,1.3073730,-0.284,0.290
7.3515708,1.1535645,-0.032,0.288
9.0261526,1.1975098,-0.586,0.329
10.0013102,0.7141113,-0.413,0.284
6.1951683,1.2634277,1.221,0.457
7.1772006,1.0437012,-0.522,0.278
8.0048367,1.1315918,-0.475,0.301
7.5040887,0.6921387,0.201,0.290
8.0918616,0.9558105,-0.353,0.290
10.1311167,0.8898926,-0.584,0.295
6.6973426,1.5490723,-0.307,0.309
6.9591440,0.7800293,-0.614,0.289
7.5040887,0.7360840,-0.616,0.278
8.3093413,1.5930176,-0.260,0.313
6.4572344,1.1535645,0.071,0.323
6.4572344,0.7360840,-0.219,0.282
10.9735497,0.1647949,-0.450,0.276
7.2207995,1.2194824,-0.345,0.283
7.4387304,0.9997559,-0.629,0.284
8.7222181,1.1975098,-0.792,0.299
8.9610451,0.5603027,-0.092,0.279
9.1346391,0.5822754,-0.215,0.285
7.6129974,1.1096191,-0.344,0.282
8.8525066,1.1315918,-0.518,0.327
6.5663889,1.3293457,-0.553,0.310
7.4823037,1.3073730,-0.812,0.294
6.7846256,1.1975098,-0.488,0.324
7.8307313,1.5710449,-0.373,0.272
8.7004990,1.5930176,-0.749,0.278
8.6353339,0.9338379,0.052,0.284
9.3731925,1.3073730,-0.838,0.281
9.6765684,1.1975098,-0.543,0.326
7.4605176,1.5930176,-0.081,0.270
7.6783293,1.4831543,-0.589,0.277
9.8714518,1.0437012,-0.741,0.281
7.1553996,1.5490723,-0.297,0.269
6.8937071,0.9118652,-0.316,0.280
6.7191648,1.1755371,-0.160,0.359
10.6282159,0.2307129,-0.364,0.293
8.2006163,0.6921387,-0.451,0.279
9.6115820,0.7141113,-0.176,0.286
6.8500775,0.8020020,-0.711,0.288
7.1335976,0.8679199,-0.413,0.332
7.7436512,1.1975098,0.015,0.444
8.5918843,1.4831543,-0.594,0.291
8.5267005,1.0437012,-0.597,0.286
7.1553996,0.7580566,-0.308,0.300
9.6549077,1.0656738,-0.333,0.295
9.5032437,0.8020020,0.127,0.286
8.2441099,1.0876465,-0.421,0.285
9.0044514,1.4611816,-0.097,0.343
9.5032437,0.4943848,-0.179,0.306
7.3951528,0.5822754,-0.630,0.280
7.8524985,1.4831543,-0.810,0.274
9.8065034,1.3513184,-0.362,0.294
9.0912484,1.5270996,-0.202,0.279
10.7577626,0.5383301,-0.419,0.286
9.3515125,0.6042480,-0.751,0.285
7.8960294,1.1755371,-0.787,0.297
9.5682508,0.2526855,-0.675,0.276
6.9373327,1.1975098,-0.497,0.340
7.2643942,0.8020020,-0.124,0.378
9.9147437,1.2414551,-0.176,0.292
7.2207995,0.9118652,-0.393,0.269
9.4598988,0.6701660,-0.696,0.295
7.3515708,1.5930176,-0.438,0.287
6.9591440,1.5270996,-0.445,0.280
7.1117945,1.5490723,-0.557,0.271
9.7848511,0.7800293,0.146,0.284
9.5032437,0.6921387,-0.385,0.281
9.8281543,0.4504395,-0.339,0.289
9.8281543,0.5383301,0.042,0.284
9.7848511,1.1096191,0.279,0.429
11.0598206,0.2307129,-0.354,0.286
7.7654229,1.1755371,-0.780,0.330
10.0445848,1.0656738,-0.671,0.284
9.5682508,0.6701660,-0.382,0.301
7.1335976,0.9338379,-0.508,0.273
6.6755194,0.7360840,-0.330,0.275
9.8930985,1.1315918,-0.100,0.285
6.1733235,1.3732910,0.970,0.437
10.0013102,0.9777832,-0.646,0.305
7.0027636,0.9338379,-0.584,0.276
8.2223637,1.4172363,-0.656,0.290
9.7415422,0.7141113,-0.628,0.285
7.1335976,1.2634277,-0.386,0.276
8.9610451,1.4831543,-0.754,0.276
7.4387304,0.7141113,-0.712,0.283
10.0445848,1.2634277,-0.427,0.275
6.8064439,1.0876465,-0.249,0.312
6.6755194,1.0437012,-0.408,0.403
6.6536952,1.0876465,-0.688,0.278
10.3041101,0.4724121,-0.129,0.357
7.5258726,0.5163574,-0.387,0.301
7.1772006,1.3073730,-0.249,0.273
6.8282612,0.9997559,-0.168,0.289
11.1029466,-0.0329590,-0.641,0.298
8.5701576,1.1755371,-0.134,0.322
9.3298312,1.1315918,-0.489,0.296
7.7001044,0.6921387,-0.012,0.277
9.3948711,1.2634277,-0.796,0.283
9.9796707,1.0437012,-0.156,0.316
7.5694372,1.2194824,-0.679,0.298
6.9155204,0.7360840,-0.705,0.322
10.7793483,0.4284668,-0.303,0.282
9.6982277,0.5603027,-0.391,0.284
11.0166883,0.1867676,-0.279,0.290
10.0445848,0.6042480,-0.013,0.287
7.3515708,1.1975098,-0.574,0.320
6.9809543,1.1535645,-0.120,0.300
8.0483515,1.5930176,-0.488,0.275
7.3733623,0.6921387,-0.078,0.288
6.4790672,1.3073730,-0.008,0.351
7.9613173,1.3293457,-0.427,0.280
6.2825384,1.1315918,-0.064,0.340
7.1553996,0.9118652,-0.346,0.289
8.7873681,0.4943848,-0.578,0.286
10.9735497,0.0549316,-0.533,0.285
8.5918843,1.0656738,-0.463,0.286
7.3733623,1.5490723,-0.289,0.289
9.0695511,0.4724121,-0.412,0.279
9.0912484,1.5051270,-0.379,0.282
10.0013102,1.3513184,-0.299,0.282
10.7145865,0.6701660,-0.272,0.278
7.2425974,1.5051270,-0.307,0.289
10.4986143,0.6481934,-0.695,0.280
7.8524985,1.4172363,-0.562,0.290
10.9304048,0.2087402,-0.420,0.289
10.0229482,0.6262207,-0.328,0.290
9.3298312,0.9777832,-0.501,0.280
7.4823037,1.5270996,-0.253,0.271
7.9395558,1.0437012,-0.062,0.292
8.3528229,1.2634277,-0.430,0.287
8.4832384,0.9777832,-0.333,0.314
7.2207995,1.0656738,-0.499,0.279
7.5694372,0.6921387,-0.066,0.371
7.0027636,1.1096191,-0.750,0.285
9.7631974,0.8239746,-0.211,0.290
7.5912178,1.5930176,-0.489,0.282
7.6347758,1.5270996,-0.169,0.289
9.6332456,0.3845215,-0.318,0.337
7.3951528,1.5490723,-0.519,0.274
7.1117945,1.1755371,-0.415,0.307
6.7191648,0.8898926,-0.569,0.278
10.4121830,0.2966309,-0.362,0.279
6.3917304,1.1315918,-0.255,0.295
10.9951198,0.3405762,-0.780,0.291
6.4790672,1.5490723,0.100,0.341
9.4382242,0.2526855,-0.408,0.279
8.9176335,1.1755371,-0.225,0.303
8.6787785,0.9558105,-0.001,0.283
6.3480564,1.5270996,0.938,0.434
7.7436512,0.7141113,-0.262,0.275
7.0245718,1.3293457,-0.762,0.274
10.7145865,0.4504395,-0.431,0.277
8.2006163,0.6262207,-0.208,0.282
7.7871935,0.6481934,-0.535,0.299
11.0382553,0.2526855,-0.627,0.283
8.5701576,0.9997559,0.063,0.400
7.3733623,1.3513184,-0.223,0.277
7.6783293,0.7141113,-0.716,0.281
6.3917304,0.8020020,-0.326,0.280
9.4382242,1.1096191,-0.109,0.286
6.5008990,1.6369629,0.968,0.416
6.9591440,1.1315918,-0.382,0.312
9.0044514,1.1096191,0.444,0.355
7.9830776,0.6481934,-0.569,0.275
9.9363874,0.4724121,-0.380,0.281
7.6565531,1.3732910,-0.770,0.286
6.1951683,1.2414551,1.138,0.458
8.3093413,1.6149902,-0.266,0.286
9.5465832,0.9997559,-0.547,0.312
7.8307313,1.2414551,-0.463,0.292
7.3733623,0.8459473,-0.298,0.290
9.4382242,1.3513184,-0.639,0.278
8.8307950,0.9997559,-0.382,0.280
6.3698938,1.7028809,-0.326,0.335
9.8281543,1.3073730,-0.241,0.278
6.4790672,1.0217285,-0.513,0.301
8.5484296,1.3952637,-0.354,0.275
8.7222181,0.9558105,-0.178,0.299
6.8064439,1.2194824,-0.492,0.307
10.5634219,0.2966309,-0.358,0.435
9.0695511,1.0656738,-0.469,0.320
6.7409861,0.9558105,-0.604,0.300
7.6783293,1.2414551,-0.698,0.283
10.1094859,0.9777832,-0.303,0.278
9.6982277,0.3625488,0.500,0.275
7.3515708,0.9338379,-0.582,0.295
7.3297783,1.3293457,-0.428,0.293
7.0899903,1.1755371,-0.453,0.284
9.9796707,0.8239746,-0.230,0.279
7.2425974,1.0437012,-0.514,0.294
10.9519780,-0.0109863,-0.549,0.275
6.9155204,0.6042480,0.260,0.363
9.7198857,0.4284668,-0.285,0.279
8.3962996,1.4172363,-0.680,0.289
9.2864645,1.4392090,-0.481,0.283
6.7628064,0.6481934,-0.634,0.298
8.2006163,0.9777832,-0.229,0.298
7.1772006,0.6481934,-0.455,0.275
10.7361753,0.4064941,-0.320,0.282
10.1743738,0.5822754,-0.305,0.279
9.6549077,1.0876465,-0.630,0.281
7.7871935,1.6149902,-0.699,0.273
6.4572344,0.8020020,-0.578,0.273
7.1117945,0.9118652,-0.023,0.275
10.5634219,0.0769043,-0.414,0.284
7.0899903,1.2854004,-0.563,0.272
9.3948711,0.8239746,-0.188,0.283
6.6755194,0.6701660,-0.464,0.271
8.2658549,1.5710449,-0.607,0.270
7.7436512,0.8679199,-0.387,0.274
10.6929962,0.6481934,-0.946,0.279
10.1527460,1.0217285,-0.535,0.279
9.5682508,0.9118652,-0.279,0.296
8.2658549,1.3293457,0.152,0.277
9.0044514,1.5710449,-0.262,0.275
6.8500775,0.7580566,-0.539,0.298
9.6115820,0.4504395,-0.594,0.281
9.7848511,0.4504395,-0.266,0.282
8.3528229,1.2194824,-0.394,0.300
9.7198857,0.5603027,-0.053,0.280
10.1743738,0.9997559,-0.373,0.279
6.9155204,1.3513184,-0.661,0.292
6.3262180,1.7028809,0.308,0.368
9.8714518,0.5822754,-0.348,0.313
6.2825384,1.7468262,-0.243,0.308
6.9155204,1.3293457,-0.637,0.276
6.9591440,0.6262207,-0.735,0.275
6.8937071,0.5603027,0.087,0.289
7.2861900,1.0217285,-0.491,0.279
10.4337931,0.6262207,-0.253,0.285
7.4169421,0.5603027,-0.691,0.292
6.2388552,1.4831543,0.175,0.411
9.1780244,1.5051270,-0.781,0.283
9.6982277,0.9558105,-0.319,0.295
9.5682508,0.4943848,-0.160,0.288
9.7198857,0.8239746,-0.100,0.285
6.5882169,1.3732910,0.042,0.295
6.9591440,0.9338379,-0.263,0.293
10.3041101,0.8679199,-0.333,0.297
6.7191648,1.3732910,-0.904,0.277
7.2643942,0.8239746,-0.062,0.276
9.0261526,1.2634277,-0.933,0.278
9.0261526,1.1535645,-0.562,0.332
9.7415422,0.5163574,-0.128,0.281
9.5682508,0.8898926,-0.391,0.281
8.9393399,1.3513184,-0.347,0.277
8.1788678,0.9558105,0.196,0.393
6.4572344,1.5930176,-0.143,0.297
8.8959258,1.0656738,-0.605,0.284
9.0044514,1.0876465,-0.337,0.286
9.8714518,0.6262207,-0.007,0.343
10.6282159,0.0329590,-0.283,0.280
10.8225151,0.3186035,-0.482,0.284
10.6714043,0.0549316,-0.157,0.276
9.6332456,1.1315918,0.271,0.489
8.3962996,1.3513184,-0.315,0.295
7.0463790,0.8898926,-0.067,0.272
8.4832384,1.0437012,-0.461,0.299
8.1353671,0.9997559,-0.754,0.283
6.3262180,1.6589355,-0.226,0.300
11.0166883,0.3405762,-0.643,0.279
9.4815719,1.2414551,-0.351,0.293
10.9951198,0.4943848,-0.225,0.278
7.9613173,1.5930176,-0.487,0.287
6.4354006,0.8679199,-0.404,0.279
8.8090822,1.6149902,-0.531,0.280
9.6549077,0.7800293,0.167,0.281
8.4397714,1.0656738,-0.326,0.280
6.4135660,1.3513184,-0.624,0.300
10.9304048,0.4064941,-0.048,0.291
7.1772006,0.7360840,-0.255,0.389
10.3905714,0.7141113,-0.542,0.281
10.6066195,0.0988770,-0.396,0.286
7.9613173,1.2634277,-0.337,0.320
10.9519780,0.5383301,-0.540,0.280
6.5445599,0.7360840,-0.484,0.283
6.6318701,0.7360840,-0.393,0.292
10.3689583,0.4064941,-0.247,0.287
10.4770087,0.6262207,-0.584,0.280
9.8498038,0.9118652,-0.601,0.302
9.3298312,0.7800293,-0.133,0.291
8.0483515,1.2414551,-0.692,0.279
6.9809543,0.9558105,-0.743,0.278
6.5008990,0.7360840,-0.407,0.335
7.5694372,1.5710449,-0.729,0.271
6.5663889,1.2854004,-0.422,0.286
7.1117945,0.9777832,-0.763,0.276
9.6549077,1.3513184,-0.237,0.326
10.9951198,0.3845215,-0.395,0.279
10.6066195,0.1647949,-0.160,0.279
9.2864645,1.3952637,-0.505,0.283
7.7871935,0.7360840,-0.244,0.276
9.0044514,1.1315918,0.757,0.444
9.6115820,1.3293457,-0.596,0.277
9.2430925,1.4831543,-0.672,0.278
10.8656756,0.3845215,-0.055,0.358
10.8225151,-0.0329590,-1.008,0.279
8.4832384,1.3073730,-0.304,0.281
7.4823037,0.7141113,0.094,0.281
7.3297783,0.9338379,-0.375,0.296
6.2170122,1.5270996,0.216,0.363
10.9088300,0.6701660,-0.596,0.279
6.1951683,1.1315918,1.278,0.452
6.7628064,1.2194824,-0.397,0.309
11.0166883,0.1647949,-0.133,0.276
10.9735497,0.4724121,-0.589,0.392
10.4986143,0.2087402,-0.492,0.281
10.2608706,0.5822754,-0.621,0.326
7.5040887,0.9777832,-0.451,0.392
7.8089630,0.9997559,-0.433,0.276
8.4397714,1.2194824,-0.609,0.290
9.6332456,1.0217285,-0.267,0.295
8.7439361,1.2634277,-0.778,0.278
6.7846256,1.2634277,-0.495,0.278
10.7361753,0.0109863,-0.632,0.304
8.7439361,0.9118652,-0.624,0.288
7.0245718,0.6701660,0.337,0.288
7.9395558,0.8679199,-0.660,0.296
10.2176252,0.4943848,-0.834,0.288
9.5032437,1.3073730,-0.183,0.292
7.8307313,1.1755371,-0.686,0.282
6.2388552,1.4172363,-0.141,0.328
10.5634219,0.7800293,-0.780,0.281
6.5663889,0.9777832,-0.388,0.279
8.8742168,1.1535645,-0.512,0.283
10.2824911,0.5163574,-0.009,0.333
8.2223637,0.8239746,-0.530,0.290
8.8307950,1.2414551,-0.677,0.298
7.0027636,0.6042480,-0.049,0.280
9.6549077,0.3625488,-0.303,0.278
7.1553996,0.8239746,-0.482,0.274
10.4554016,0.2307129,-0.448,0.286
7.7218784,1.6369629,-0.647,0.285
8.2875987,1.0876465,-0.397,0.356
8.1136149,1.2854004,-0.144,0.278
6.7846256,1.1315918,-0.461,0.281
7.6129974,0.9777832,-0.278,0.281
9.8498038,0.9777832,-0.648,0.280
9.6332456,1.2194824,-0.074,0.310
9.7848511,0.8459473,-0.590,0.293
7.3951528,1.3073730,-0.599,0.297
8.6353339,1.5710449,-0.122,0.276
7.8307313,0.8459473,-0.475,0.281
6.2606973,1.0876465,-0.380,0.335
9.6549077,0.7141113,-0.574,0.310
6.3262180,1.7468262,-0.294,0.299
6.5882169,0.7800293,-0.395,0.283
6.3698938,1.2194824,0.034,0.418
6.9809543,1.0437012,-0.565,0.299
8.5049700,1.2634277,-0.500,0.280
7.7871935,1.1535645,-0.564,0.308
10.9304048,0.1208496,-0.498,0.293
8.2875987,1.5051270,-0.453,0.269
9.5682508,0.3625488,-0.442,0.278
7.1553996,0.7141113,-0.477,0.277
6.5008990,1.2194824,-0.041,0.318
7.3515708,1.0876465,-0.321,0.301
6.4135660,1.5930176,0.023,0.286
7.1553996,1.0217285,-0.374,0.276
6.5008990,0.8239746,-0.206,0.289
10.4770087,0.4504395,-0.680,0.278
