prefecture,gender,age,own_phone
OGOU,M,30,True
HAHO,M,60,False
KPENDJAL,F,19,False
CINKASSE,M,32,True
VO,F,61,False
BAS-MONO,F,91,False
BLITTA,M,69,False
OTI-SUD,F,19,False
AKEBOU,M,79,False
DOUFELGOU,M,81,True
WAWA,M,39,True
ANIE,F,51,True
ASSOLI,M,31,True
TCHAOUDJO,M,59,True
AGOU,F,45,True
AVE,M,91,True
MOYEN-MONO,M,97,True
CINKASSE,F,18,True
AMOU,M,94,True
AGOU,F,28,True
DOUFELGOU,F,44,False
BAS-MONO,F,59,False
HAHO,F,97,True
WAWA,M,35,True
TCHAMBA,M,35,False
AVE,F,59,False
OGOU,F,60,True
LOME COMMUNE,F,84,False
TCHAMBA,F,40,True
TONE,F,48,True
AVE,F,41,False
LACS,M,79,True
KERAN,M,99,True
PLAINE DU MO,F,80,True
KOZAH,M,96,False
GOLFE,M,67,True
DANKPEN,M,98,True
TCHAMBA,F,82,True
TCHAMBA,F,28,True
OGOU,M,92,True
GOLFE,F,24,False
AMOU,F,75,True
ASSOLI,F,30,False
KLOTO,M,59,False
TCHAOUDJO,F,66,True
DANKPEN,M,45,True
LACS,F,23,True
KPELE,M,21,True
TANDJOARE,M,40,True
VO,F,98,True
LACS,M,62,True
ASSOLI,M,42,True
AKEBOU,F,41,True
LACS,F,60,True
AKEBOU,M,33,True
BLITTA,M,62,True
AGOU,M,81,True
WAWA,F,37,False
HAHO,F,90,False
BASSAR,F,52,True
AVE,M,96,True
AVE,M,37,True
OTI-SUD,M,65,True
GOLFE,M,41,True
ZIO,F,65,True
KERAN,F,81,True
LOME COMMUNE,F,33,False
KPELE,F,57,False
ASSOLI,F,95,True
LOME COMMUNE,F,78,True
OGOU,M,29,False
TONE,F,78,True
OGOU,F,26,False
KLOTO,F,53,True
DANKPEN,F,61,True
BAS-MONO,F,43,False
KPELE,M,85,True
AVE,M,96,True
ANIE,F,29,True
PLAINE DU MO,F,42,False
DANKPEN,M,19,True
OTI,M,80,True
KPENDJAL,M,70,False
HAHO,F,70,False
AMOU,M,52,True
OTI-SUD,M,33,True
DANKPEN,F,51,True
AGOE-NYIVE,F,59,False
ZIO,M,77,True
KOZAH,M,48,False
LACS,F,73,True
DANYI,M,39,True
CINKASSE,M,82,True
BASSAR,M,76,True
AMOU,M,70,True
TONE,F,69,False
LOME COMMUNE,M,46,True
TANDJOARE,M,94,True
AGOE-NYIVE,M,75,True
PLAINE DU MO,M,29,True
VO,M,96,True
AKEBOU,F,42,True
GOLFE,M,90,True
OTI-SUD,F,75,True
OTI,F,76,False
MOYEN-MONO,M,67,True
WAWA,F,73,False
YOTO,M,94,True
OGOU,M,75,True
EST-MONO,M,24,True
KOZAH,F,61,True
KOZAH,M,30,True
DANKPEN,F,68,False
KPELE,M,87,True
OTI-SUD,M,35,True
VO,F,54,False
GOLFE,M,63,True
YOTO,M,59,True
KPENDJAL-OUEST,M,88,True
PLAINE DU MO,F,50,False
BAS-MONO,F,37,True
AMOU,M,96,True
BINAH,M,51,True
AGOE-NYIVE,M,91,True
LOME COMMUNE,M,99,False
KLOTO,F,56,False
TCHAMBA,F,91,True
OTI-SUD,F,23,False
AVE,F,91,True
AKEBOU,M,39,True
AMOU,F,75,False
TCHAOUDJO,F,49,False
KOZAH,M,56,True
KOZAH,F,24,False
LOME COMMUNE,M,40,False
TCHAOUDJO,F,32,False
KERAN,M,53,True
YOTO,M,35,True
PLAINE DU MO,M,63,True
LOME COMMUNE,M,96,False
HAHO,F,42,True
BLITTA,M,86,True
SOTOUBOUA,F,79,False
TCHAOUDJO,F,21,False
OTI-SUD,M,51,True
KPENDJAL,F,37,False
AGOE-NYIVE,M,64,True
TONE,F,45,False
TCHAMBA,M,66,True
KLOTO,F,58,True
PLAINE DU MO,M,95,True
LOME COMMUNE,M,38,True
AMOU,F,52,False
KERAN,M,84,True
OGOU,M,25,True
AVE,M,20,True
CINKASSE,F,79,False
KPENDJAL,M,24,True
ASSOLI,F,60,True
CINKASSE,F,72,False
DANYI,M,56,True
ZIO,M,37,True
KERAN,F,63,True
DANKPEN,F,92,False
ASSOLI,M,55,True
LOME COMMUNE,M,19,True
OTI,F,35,True
AGOU,M,57,False
HAHO,M,67,True
DANKPEN,F,24,True
OTI-SUD,F,98,False
OGOU,M,46,True
MOYEN-MONO,F,95,False
HAHO,F,35,True
GOLFE,F,48,False
KPELE,F,91,False
KOZAH,F,71,False
WAWA,M,58,True
AGOU,M,20,True
TCHAMBA,F,91,True
KPENDJAL-OUEST,M,83,False
KOZAH,F,88,True
AVE,M,64,True
SOTOUBOUA,F,46,True
AGOE-NYIVE,F,54,True
KOZAH,M,51,False
DANKPEN,M,84,True
AVE,M,63,False
BAS-MONO,F,29,False
TCHAMBA,M,88,True
ZIO,F,96,True
LACS,M,75,False
KERAN,M,75,True
TANDJOARE,M,74,True
WAWA,M,45,True
BLITTA,F,66,False
KPELE,F,89,True
TCHAMBA,F,47,True
VO,F,59,True
SOTOUBOUA,M,90,True
GOLFE,F,35,True
AGOU,M,65,False
DANYI,M,50,False
PLAINE DU MO,F,19,True
KOZAH,F,99,True
AKEBOU,F,81,False
MOYEN-MONO,M,18,True
AKEBOU,M,84,True
WAWA,F,55,True
OTI-SUD,F,20,False
BLITTA,M,77,True
AVE,F,98,True
BINAH,M,98,True
LACS,F,59,False
KLOTO,M,72,True
DANYI,F,37,False
BINAH,F,94,False
KOZAH,M,99,False
AGOE-NYIVE,F,25,True
OTI,F,85,False
KERAN,M,29,True
SOTOUBOUA,M,91,True
TANDJOARE,F,69,True
KPENDJAL-OUEST,M,25,True
EST-MONO,M,68,True
KPELE,F,47,False
TANDJOARE,F,53,False
GOLFE,M,83,False
WAWA,F,73,False
OGOU,F,34,True
BAS-MONO,F,71,False
EST-MONO,M,25,True
OTI,M,20,True
GOLFE,M,24,True
AGOU,M,72,True
DOUFELGOU,F,80,True
PLAINE DU MO,M,79,False
OTI,M,50,True
LOME COMMUNE,M,69,True
TCHAMBA,F,88,False
CINKASSE,F,84,False
BINAH,F,71,False
TCHAMBA,F,48,False
KOZAH,F,93,False
AKEBOU,M,39,True
AMOU,M,24,False
LACS,M,37,True
YOTO,F,39,True
TCHAOUDJO,M,45,False
KPENDJAL,F,97,True
YOTO,M,33,True
OTI-SUD,F,85,False
PLAINE DU MO,F,51,True
TANDJOARE,F,84,False
DANKPEN,F,27,True
AKEBOU,M,38,True
ANIE,M,79,True
LACS,F,57,False
CINKASSE,M,85,True
SOTOUBOUA,M,38,True
AGOU,F,73,True
BAS-MONO,F,77,False
DANYI,F,74,False
TCHAOUDJO,F,72,False
ANIE,M,88,True
GOLFE,M,31,True
BASSAR,M,69,True
ANIE,M,20,False
OGOU,F,85,False
DANYI,F,71,False
ZIO,M,27,True
CINKASSE,M,70,True
DANKPEN,F,55,False
OTI-SUD,M,28,True
YOTO,F,19,False
AVE,M,57,False
WAWA,F,59,False
TANDJOARE,F,76,True
KPENDJAL,F,26,True
KPENDJAL,M,92,True
DANKPEN,F,72,False
ANIE,M,71,True
KPELE,F,46,False
BAS-MONO,F,52,True
AGOU,F,74,False
AGOU,F,25,False
VO,M,67,True
KLOTO,M,46,True
BASSAR,F,36,True
BAS-MONO,F,32,True
AMOU,F,88,True
OGOU,F,18,False
YOTO,F,71,True
BASSAR,F,78,False
TCHAOUDJO,F,45,False
DANKPEN,F,51,False
DANYI,M,65,True
GOLFE,F,26,True
ANIE,M,71,True
AVE,F,70,True
KERAN,F,63,True
TONE,M,85,True
KLOTO,M,77,True
WAWA,M,77,True
BLITTA,M,56,True
BLITTA,F,94,False
MOYEN-MONO,F,98,False
CINKASSE,F,39,False
TONE,M,42,True
PLAINE DU MO,M,66,True
AGOU,M,18,True
KOZAH,M,31,True
DANKPEN,M,64,True
BINAH,F,63,True
LOME COMMUNE,F,85,True
ZIO,F,57,True
TCHAMBA,M,59,True
EST-MONO,F,43,True
KPENDJAL-OUEST,F,50,False
AGOU,F,74,True
TCHAOUDJO,M,50,False
PLAINE DU MO,F,62,False
SOTOUBOUA,M,96,False
KOZAH,M,40,True
VO,F,27,True
DANKPEN,M,74,True
LOME COMMUNE,F,50,False
KPENDJAL,M,69,True
AGOE-NYIVE,F,37,True
DANYI,F,57,False
BINAH,M,49,True
PLAINE DU MO,M,24,False
KPELE,F,71,False
KPENDJAL-OUEST,M,26,False
WAWA,M,78,False
KLOTO,M,31,False
ANIE,F,58,False
TONE,F,63,False
TONE,F,71,False
LOME COMMUNE,M,21,False
HAHO,F,83,False
MOYEN-MONO,M,77,True
TONE,F,56,False
WAWA,F,37,False
DANKPEN,M,25,True
KOZAH,F,77,False
BAS-MONO,M,87,True
KLOTO,M,69,True
AGOE-NYIVE,M,80,True
KPENDJAL,M,47,False
DOUFELGOU,M,74,True
BASSAR,F,32,False
AGOE-NYIVE,F,48,True
AVE,M,68,True
DOUFELGOU,F,68,False
BINAH,M,79,True
KPENDJAL-OUEST,F,40,True
AKEBOU,M,34,True
WAWA,F,62,True
AKEBOU,F,75,False
AVE,M,31,True
OGOU,F,20,True
MOYEN-MONO,F,45,True
BAS-MONO,F,22,True
GOLFE,M,21,False
CINKASSE,M,66,True
KOZAH,F,82,False
LACS,M,36,True
AKEBOU,M,93,False
DANKPEN,F,89,True
PLAINE DU MO,F,88,True
DANKPEN,M,35,True
BINAH,M,65,True
KOZAH,F,83,True
SOTOUBOUA,F,64,True
BLITTA,F,34,True
BAS-MONO,F,66,True
KLOTO,F,48,True
EST-MONO,F,79,True
AVE,M,82,False
KOZAH,F,83,False
ZIO,M,41,True
ZIO,M,25,False
LACS,F,83,True
DOUFELGOU,M,90,True
KPENDJAL,M,39,True
BASSAR,M,58,True
BAS-MONO,M,60,True
DOUFELGOU,M,91,True
TANDJOARE,M,75,False
KPELE,M,69,False
BAS-MONO,M,37,True
WAWA,F,25,False
TANDJOARE,F,46,False
BLITTA,M,94,True
OGOU,M,41,True
BAS-MONO,F,70,False
DOUFELGOU,M,70,True
BINAH,M,50,False
OGOU,F,39,False
KPENDJAL-OUEST,M,21,False
YOTO,F,31,True
ASSOLI,M,95,False
AGOU,M,64,False
MOYEN-MONO,M,75,True
KPENDJAL-OUEST,M,20,False
PLAINE DU MO,F,47,False
KPENDJAL,M,42,False
KPENDJAL-OUEST,M,51,True
KPELE,M,27,True
KPENDJAL-OUEST,F,47,True
TONE,F,79,True
EST-MONO,F,23,False
EST-MONO,F,65,True
BINAH,M,75,True
AMOU,F,86,True
TONE,M,69,True
BINAH,F,98,True
OTI-SUD,F,34,True
DOUFELGOU,M,38,True
YOTO,F,90,True
PLAINE DU MO,M,40,True
KOZAH,F,19,True
ANIE,F,93,True
TONE,F,94,True
BAS-MONO,M,33,False
AGOE-NYIVE,F,81,False
OTI,M,19,False
OGOU,M,24,False
DOUFELGOU,M,39,False
TCHAOUDJO,M,72,True
PLAINE DU MO,M,26,True
MOYEN-MONO,F,75,False
TONE,M,19,True
KOZAH,F,91,False
AGOE-NYIVE,M,85,True
CINKASSE,F,67,True
BINAH,M,86,True
PLAINE DU MO,F,96,False
DANYI,F,50,False
DOUFELGOU,M,30,True
AVE,F,71,False
AVE,M,24,True
DANKPEN,M,54,True
DANYI,M,66,False
OTI-SUD,M,45,False
DOUFELGOU,F,40,True
OGOU,F,76,False
TONE,F,72,True
KOZAH,M,86,True
OGOU,M,93,False
AGOE-NYIVE,F,71,True
LACS,M,80,True
AKEBOU,F,31,False
KLOTO,F,69,False
LACS,F,28,True
SOTOUBOUA,M,38,True
ZIO,F,70,True
YOTO,F,34,True
YOTO,M,34,True
AMOU,F,43,False
EST-MONO,F,67,False
EST-MONO,M,48,True
AGOE-NYIVE,M,84,True
KPELE,F,95,True
KPELE,M,75,False
LOME COMMUNE,M,81,True
OTI-SUD,M,98,True
AKEBOU,M,60,True
YOTO,M,72,False
AVE,F,99,True
OTI,F,34,True
KOZAH,M,45,True
KLOTO,M,92,True
ASSOLI,F,46,True
OTI,M,51,False
LOME COMMUNE,M,60,True
AGOU,F,85,True
DOUFELGOU,F,88,True
DOUFELGOU,F,39,False
TCHAOUDJO,M,85,True
AGOE-NYIVE,M,91,True
WAWA,M,89,True
LOME COMMUNE,F,97,True
AGOU,M,43,False
AKEBOU,F,50,True
ANIE,M,31,True
KOZAH,M,96,True
ASSOLI,F,82,True
BINAH,F,87,True
DOUFELGOU,M,40,True
EST-MONO,M,76,False
DOUFELGOU,F,63,True
YOTO,F,92,True
BAS-MONO,F,77,False
AMOU,M,64,True
TONE,F,58,True
ASSOLI,F,26,False
WAWA,F,48,False
LACS,M,98,True
AMOU,M,33,True
TANDJOARE,M,81,True
BLITTA,F,89,False
YOTO,M,81,True
KOZAH,M,67,True
BLITTA,M,90,False
EST-MONO,F,92,False
TONE,M,75,True
MOYEN-MONO,F,70,True
MOYEN-MONO,F,74,False
LACS,M,48,True
CINKASSE,F,76,False
OGOU,F,97,False
KOZAH,M,97,True
VO,F,95,False
CINKASSE,M,54,True
KPENDJAL,F,94,True
BASSAR,F,94,False
MOYEN-MONO,M,81,True
DANKPEN,F,37,False
ASSOLI,F,46,True
KERAN,F,78,False
TANDJOARE,F,53,False
KERAN,F,73,False
SOTOUBOUA,F,58,False
TCHAOUDJO,F,35,False
KPENDJAL,F,20,False
LACS,F,34,True
BASSAR,M,85,True
TANDJOARE,M,98,False
BLITTA,F,86,True
CINKASSE,F,57,True
KPELE,F,38,False
KOZAH,M,50,False
GOLFE,F,84,True
KPENDJAL-OUEST,M,35,False
KOZAH,F,45,True
BAS-MONO,F,91,False
LOME COMMUNE,M,93,True
TONE,M,82,True
SOTOUBOUA,F,62,True
AGOE-NYIVE,M,35,True
KOZAH,F,57,True
BASSAR,M,47,True
BLITTA,F,78,True
ANIE,F,53,True
AGOU,M,44,True
AKEBOU,F,55,True
AGOU,F,36,False
KPENDJAL-OUEST,M,74,True
LACS,M,97,True
OGOU,F,87,False
KOZAH,F,50,False
ASSOLI,M,61,True
BAS-MONO,M,28,True
ASSOLI,M,33,True
LACS,F,38,True
AVE,M,18,True
AMOU,F,48,True
BAS-MONO,F,72,True
LOME COMMUNE,M,75,True
DANYI,F,36,False
TONE,F,75,True
ZIO,F,51,True
ZIO,F,27,True
AMOU,F,22,False
SOTOUBOUA,F,32,True
BINAH,F,51,True
TCHAOUDJO,M,25,True
KLOTO,F,93,True
AMOU,F,68,True
MOYEN-MONO,F,37,True
AMOU,M,64,True
KOZAH,F,67,True
AGOU,M,52,True
BINAH,M,82,True
LOME COMMUNE,F,95,False
TCHAMBA,M,26,True
BAS-MONO,F,30,True
LOME COMMUNE,M,42,False
ASSOLI,F,37,True
TCHAOUDJO,F,96,True
BINAH,F,21,True
OTI,F,29,True
ZIO,M,97,True
MOYEN-MONO,F,73,True
TCHAOUDJO,M,62,True
KPENDJAL,M,80,False
VO,M,41,True
OTI,M,39,True
LACS,M,78,True
KLOTO,F,73,True
BLITTA,F,41,False
TCHAMBA,M,19,True
CINKASSE,F,38,False
TCHAOUDJO,M,48,True
PLAINE DU MO,M,26,True
TCHAOUDJO,F,75,False
OGOU,F,53,False
BLITTA,M,46,True
BLITTA,F,88,True
DANKPEN,M,20,True
DOUFELGOU,M,25,True
OTI,F,36,True
ZIO,F,84,True
BAS-MONO,F,92,False
KPELE,M,59,True
ANIE,M,66,True
DOUFELGOU,F,27,False
WAWA,M,27,True
SOTOUBOUA,F,69,False
AMOU,F,95,True
WAWA,F,43,True
KOZAH,M,74,True
DOUFELGOU,M,77,True
AGOE-NYIVE,M,55,True
BLITTA,F,36,False
BAS-MONO,M,45,True
KPENDJAL,F,97,True
TCHAOUDJO,F,36,False
ASSOLI,F,37,False
KOZAH,F,72,True
KLOTO,M,30,True
TONE,F,48,False
BAS-MONO,M,25,False
DANKPEN,M,57,True
WAWA,F,46,True
KERAN,F,45,False
OTI-SUD,F,22,True
EST-MONO,M,64,True
VO,M,67,True
AGOE-NYIVE,F,63,True
KLOTO,F,86,True
ANIE,M,38,True
KPENDJAL,F,78,False
AMOU,M,81,True
YOTO,M,51,True
MOYEN-MONO,F,25,False
WAWA,F,94,False
BINAH,M,69,True
DANYI,F,92,True
AGOE-NYIVE,M,58,True
WAWA,F,78,False
ZIO,M,35,True
KOZAH,M,66,True
BAS-MONO,F,83,False
LOME COMMUNE,F,48,True
VO,F,99,False
KLOTO,M,81,False
VO,F,84,True
BLITTA,M,78,True
LOME COMMUNE,M,36,True
DANYI,M,53,True
WAWA,M,41,True
BAS-MONO,F,90,True
GOLFE,M,48,False
YOTO,F,67,True
HAHO,F,69,True
ZIO,M,36,False
BAS-MONO,M,25,True
VO,F,18,True
DANYI,F,56,True
BAS-MONO,M,84,True
TONE,F,77,False
KERAN,M,57,True
LOME COMMUNE,M,73,True
LACS,M,67,True
KPELE,M,68,False
BAS-MONO,M,55,True
PLAINE DU MO,M,47,False
KOZAH,F,20,True
BINAH,F,61,False
BAS-MONO,F,56,False
LOME COMMUNE,F,69,True
KLOTO,M,44,True
TCHAOUDJO,M,40,True
BAS-MONO,M,31,False
LOME COMMUNE,M,56,True
DOUFELGOU,M,72,True
ZIO,F,49,False
KPENDJAL-OUEST,F,34,True
HAHO,F,55,False
KPENDJAL-OUEST,M,70,False
WAWA,F,29,False
AGOE-NYIVE,M,25,True
AGOU,F,22,True
OTI-SUD,F,20,False
AVE,F,85,True
TONE,F,58,False
AGOU,F,92,True
AGOE-NYIVE,F,75,True
DANKPEN,F,92,False
DANYI,F,43,False
KOZAH,F,54,False
KPELE,M,61,True
KLOTO,F,69,False
KPENDJAL-OUEST,M,77,True
LACS,M,48,False
DANYI,M,64,False
KPENDJAL,M,81,True
KLOTO,M,88,True
DANYI,F,37,True
TANDJOARE,M,31,True
KPENDJAL-OUEST,F,75,False
DANKPEN,M,22,True
DOUFELGOU,F,56,False
KPENDJAL-OUEST,M,33,True
KLOTO,F,95,False
LOME COMMUNE,M,36,True
KOZAH,F,28,False
AKEBOU,F,64,False
WAWA,F,53,False
SOTOUBOUA,M,90,False
BLITTA,M,92,True
AKEBOU,F,85,True
DANYI,M,98,True
KPENDJAL-OUEST,M,42,True
KERAN,F,73,True
KERAN,M,80,True
MOYEN-MONO,M,59,True
AMOU,M,68,True
DANKPEN,M,42,False
BAS-MONO,M,70,True
AMOU,M,95,False
ZIO,F,56,False
TCHAOUDJO,M,89,False
HAHO,M,73,True
DANYI,F,63,False
YOTO,M,90,True
LACS,M,19,True
BAS-MONO,F,87,True
AVE,F,68,False
KLOTO,M,57,True
GOLFE,F,40,True
TONE,M,56,True
KLOTO,F,26,False
KPENDJAL,M,72,True
BLITTA,M,57,True
AKEBOU,F,81,True
EST-MONO,F,83,True
EST-MONO,M,57,True
BAS-MONO,F,47,True
VO,F,47,True
AMOU,M,77,True
OGOU,F,77,True
AVE,M,72,True
BINAH,M,42,True
BAS-MONO,F,73,False
KPELE,M,73,True
DOUFELGOU,F,21,True
TCHAMBA,F,80,True
ANIE,F,99,True
EST-MONO,F,27,False
AVE,F,27,True
KERAN,F,95,False
OTI,F,71,False
PLAINE DU MO,M,28,True
YOTO,F,60,False
BASSAR,F,78,False
KPENDJAL-OUEST,F,81,False
VO,F,79,False
CINKASSE,M,47,True
ASSOLI,M,83,False
YOTO,M,29,False
KERAN,M,77,True
GOLFE,M,54,False
WAWA,M,67,True
KOZAH,F,87,True
AKEBOU,F,42,True
OGOU,F,69,False
MOYEN-MONO,F,21,True
PLAINE DU MO,F,99,False
AKEBOU,F,80,True
LACS,F,62,True
AVE,M,98,True
BLITTA,F,35,False
TCHAOUDJO,F,78,True
HAHO,M,83,True
OGOU,M,56,False
BASSAR,M,99,True
AGOU,M,32,True
BASSAR,M,30,True
ASSOLI,M,52,False
LACS,F,37,False
PLAINE DU MO,F,93,True
BLITTA,M,76,False
DOUFELGOU,M,27,True
KPENDJAL-OUEST,F,74,False
TONE,M,26,False
DANYI,F,60,True
KERAN,M,53,True
SOTOUBOUA,M,40,False
OGOU,F,29,False
PLAINE DU MO,M,77,True
BINAH,F,49,False
ANIE,F,86,True
EST-MONO,F,39,True
YOTO,F,76,False
BLITTA,F,63,False
DANKPEN,M,40,True
EST-MONO,M,91,False
KERAN,M,18,False
AGOE-NYIVE,M,61,True
BLITTA,M,97,False
KOZAH,M,71,True
GOLFE,F,61,False
AGOE-NYIVE,F,64,False
OTI,M,96,True
HAHO,M,27,True
OGOU,F,69,False
BASSAR,M,68,True
MOYEN-MONO,F,36,False
ASSOLI,F,89,False
BLITTA,M,74,True
OGOU,F,86,False
AMOU,M,72,True
OGOU,M,82,True
HAHO,M,86,True
AVE,F,30,True
OGOU,M,29,True
KLOTO,F,25,False
DANKPEN,M,72,True
HAHO,M,25,True
KPENDJAL-OUEST,M,99,True
ANIE,M,25,True
AGOU,M,50,True
KERAN,M,86,False
KPENDJAL-OUEST,F,81,True
OTI,M,84,True
KLOTO,F,58,False
OTI-SUD,M,31,True
KPELE,F,38,True
SOTOUBOUA,F,58,True
HAHO,M,40,True
ZIO,F,45,False
TCHAMBA,M,18,True
BASSAR,M,64,True
TANDJOARE,F,42,False
BAS-MONO,F,31,True
TCHAMBA,M,87,False
WAWA,F,87,True
VO,F,32,True
TCHAOUDJO,F,27,False
AKEBOU,M,38,True
MOYEN-MONO,F,47,True
OTI,F,99,False
AVE,F,89,False
AGOE-NYIVE,F,65,True
LACS,F,69,False
EST-MONO,M,77,True
ASSOLI,F,99,True
BLITTA,F,35,False
GOLFE,F,34,False
LACS,F,95,False
OGOU,F,95,False
ANIE,F,72,True
GOLFE,F,38,False
YOTO,F,49,True
EST-MONO,F,74,False
ZIO,M,96,True
BAS-MONO,F,62,True
TCHAOUDJO,F,77,False
TANDJOARE,M,84,True
TANDJOARE,M,89,False
BINAH,M,82,True
YOTO,F,40,False
EST-MONO,F,60,True
HAHO,M,27,False
DANYI,F,19,True
LACS,F,61,False
KPENDJAL,F,23,False
OTI-SUD,M,50,True
EST-MONO,M,85,True
AKEBOU,M,65,True
BLITTA,M,64,True
DANKPEN,M,68,False
TCHAOUDJO,M,83,True
VO,F,39,True
KOZAH,M,76,False
ANIE,M,73,True
DANYI,F,57,False
KPENDJAL-OUEST,M,96,True
TCHAOUDJO,F,56,False
BAS-MONO,F,59,True
BINAH,M,51,True
KPENDJAL-OUEST,M,81,True
KERAN,F,87,False
CINKASSE,F,34,True
AKEBOU,M,35,True
AGOU,F,28,False
HAHO,M,78,False
VO,M,99,True
KERAN,M,65,True
DOUFELGOU,F,26,True
DANKPEN,M,62,False
AKEBOU,M,19,False
OTI-SUD,M,60,True
WAWA,F,26,False
BASSAR,F,62,True
BAS-MONO,M,37,True
ASSOLI,M,51,True
AGOE-NYIVE,M,71,False
KPENDJAL,F,43,False
KPELE,F,80,False
OTI-SUD,M,40,False
KERAN,M,91,False
EST-MONO,F,76,False
BAS-MONO,M,64,True
DANYI,M,74,True
SOTOUBOUA,F,92,False
EST-MONO,F,96,False
KPENDJAL,M,85,True
LOME COMMUNE,M,30,True
DOUFELGOU,F,73,True
CINKASSE,M,71,True
YOTO,M,26,True
ZIO,M,61,True
KPENDJAL-OUEST,F,74,False
BAS-MONO,M,55,True
LOME COMMUNE,M,55,False
DANYI,M,34,True
BAS-MONO,M,19,True
CINKASSE,M,97,True
YOTO,F,36,False
ASSOLI,F,52,True
VO,F,64,False
DANKPEN,F,24,True
CINKASSE,M,61,True
OTI-SUD,F,30,False
TONE,M,66,False
TCHAOUDJO,F,38,False
OTI-SUD,F,97,True
OTI-SUD,M,64,True
LACS,M,47,True
AGOE-NYIVE,M,28,True
KPENDJAL-OUEST,F,97,True
OGOU,F,30,False
LACS,M,66,True
TCHAMBA,F,40,True
KPENDJAL,F,87,True
DOUFELGOU,F,22,False
TONE,M,93,True
KERAN,M,91,True
AKEBOU,M,19,True
AMOU,F,79,True
YOTO,F,40,True
TONE,M,77,True
DOUFELGOU,M,76,True
KLOTO,M,43,False
OGOU,M,91,True
PLAINE DU MO,F,60,False
LACS,F,25,True
AVE,F,27,False
LOME COMMUNE,F,43,True
KOZAH,M,21,True
TCHAOUDJO,F,65,False
ASSOLI,M,77,True
BASSAR,M,93,False
YOTO,M,82,True
AKEBOU,M,35,False
AGOE-NYIVE,M,85,True
SOTOUBOUA,M,60,True
AMOU,M,77,False
TONE,F,36,False
AGOE-NYIVE,F,21,False
OTI-SUD,F,71,False
OTI,F,68,False
AGOE-NYIVE,F,28,True
ASSOLI,M,95,True
BAS-MONO,M,47,True
MOYEN-MONO,M,80,True
LOME COMMUNE,M,92,True
SOTOUBOUA,M,77,True
TCHAOUDJO,M,99,True
ASSOLI,F,88,True
OGOU,F,71,False
TCHAMBA,M,18,False
ANIE,M,54,True
AKEBOU,F,63,True
YOTO,M,38,False
KPENDJAL,F,54,False
KLOTO,F,74,True
DANYI,F,60,False
MOYEN-MONO,F,33,False
OTI-SUD,F,84,False
AVE,F,46,False
AGOE-NYIVE,F,86,True
AGOE-NYIVE,M,77,True
AGOE-NYIVE,M,73,True
DOUFELGOU,M,52,True
KPENDJAL,F,23,True
OTI-SUD,M,41,False
YOTO,M,44,True
EST-MONO,M,92,True
KERAN,F,29,True
OTI,M,57,True
OGOU,M,90,True
LACS,F,90,False
KPELE,M,81,False
BINAH,M,62,True
CINKASSE,M,19,True
LOME COMMUNE,M,76,True
VO,M,96,True
AGOU,M,49,True
DANYI,M,25,True
KPELE,F,81,False
KPENDJAL,F,36,False
KPENDJAL,F,76,True
TONE,F,95,False
OTI,F,88,False
YOTO,M,40,True
OTI,M,61,True
KLOTO,F,21,True
AVE,F,76,False
EST-MONO,M,68,True
OTI-SUD,M,51,True
GOLFE,F,45,True
AMOU,F,94,False
KOZAH,F,27,True
EST-MONO,F,95,True
OGOU,F,27,True
ANIE,F,62,False
KERAN,F,69,False
KOZAH,F,66,False
OTI-SUD,M,56,True
AGOE-NYIVE,F,36,False
HAHO,M,35,True
ANIE,M,84,True
HAHO,F,44,True
DOUFELGOU,F,23,False
MOYEN-MONO,M,89,False
AGOE-NYIVE,M,82,False
KOZAH,M,34,True
BASSAR,M,56,False
ASSOLI,F,73,False
ASSOLI,M,78,True
BASSAR,F,25,False
KOZAH,M,83,True
AVE,M,50,False
GOLFE,M,62,True
WAWA,F,48,True
VO,M,30,True
LOME COMMUNE,F,96,False
BAS-MONO,F,70,False
AKEBOU,F,93,True
AVE,M,72,True
KPENDJAL,M,57,True
ANIE,M,87,False
DANKPEN,F,35,False
GOLFE,M,51,False
ANIE,M,37,True
BAS-MONO,M,52,True
DANKPEN,M,92,False
HAHO,F,98,False
ASSOLI,F,55,False
KOZAH,M,45,True
OTI-SUD,M,73,False
AVE,F,52,True
GOLFE,M,52,True
LACS,F,91,False
CINKASSE,F,48,True
CINKASSE,M,54,True
BAS-MONO,M,65,True
VO,M,36,False
BINAH,F,56,True
AKEBOU,F,70,False
TONE,F,36,True
BINAH,M,37,False
MOYEN-MONO,M,93,False
TCHAOUDJO,F,86,False
WAWA,M,20,True
TCHAOUDJO,M,29,True
SOTOUBOUA,M,69,True
DANKPEN,M,42,False
AMOU,M,76,False
BAS-MONO,M,23,True
TCHAMBA,M,67,True
ZIO,F,78,True
BAS-MONO,F,89,False
BASSAR,F,52,False
DANKPEN,M,61,False
OTI,F,92,False
TONE,F,36,True
KLOTO,F,42,True
TONE,M,24,True
DOUFELGOU,F,76,False
DANYI,F,19,False
BAS-MONO,M,36,True
TONE,F,80,True
OTI,M,39,True
EST-MONO,M,62,True
DOUFELGOU,F,88,True
KOZAH,M,40,False
LOME COMMUNE,M,43,True
KPELE,M,66,True
AGOU,F,86,True
OTI,M,35,True
KPELE,F,44,False
AKEBOU,F,33,True
KOZAH,M,32,False
LOME COMMUNE,F,21,False
